	#OTU ID	mock_staggered_insilico	Taxon	group	expected_ratio	feature_id	Confidence	table_id	Forward_trim	Reverse_trim	feature_frequency	Replicate	run-number	community	composition	sum	ratio
26142	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	a81e35f2657b96263157746859449817	0.9937827236154178	F240R240	240	240	19.0	R46-18S-2	46	18S	Staggered	43.0	0.4418604651162791
26247	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dbe41cdd6a3c979ee9b99ccd55277ce4	0.9927022357281428	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
26248	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dbe41cdd6a3c979ee9b99ccd55277ce4	0.9927022357281428	F220R230	220	230	0.0	R46-18S-2	46	18S	Staggered	364.0	0.0
26249	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	39ed247cdf9ea7595c6eadda770db4aa	0.992549058889078	F220R230	220	230	0.0	R46-18S-1	46	18S	Staggered	400.0	0.0
26250	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	39ed247cdf9ea7595c6eadda770db4aa	0.992549058889078	F220R230	220	230	42.0	R46-18S-2	46	18S	Staggered	364.0	0.11538461538461539
26251	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	fe7d4cb14b9912ea496cf188a65b750f	0.9916763406458884	F220R230	220	230	52.0	R46-18S-1	46	18S	Staggered	400.0	0.13
26252	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	fe7d4cb14b9912ea496cf188a65b750f	0.9916763406458884	F220R230	220	230	0.0	R46-18S-2	46	18S	Staggered	364.0	0.0
26253	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	e1f884d5f7eb88eb23f38250755e0af4	0.9940550331103112	F230R230	230	230	77.0	R46-18S-1	46	18S	Staggered	339.0	0.22713864306784662
26254	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	e1f884d5f7eb88eb23f38250755e0af4	0.9940550331103112	F230R230	230	230	42.0	R46-18S-2	46	18S	Staggered	174.0	0.2413793103448276
26313	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dbe41cdd6a3c979ee9b99ccd55277ce4	0.9927022357281428	F220R220	220	220	0.0	R46-18S-1	46	18S	Staggered	777.0	0.0
26314	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dbe41cdd6a3c979ee9b99ccd55277ce4	0.9927022357281428	F220R220	220	220	0.0	R46-18S-2	46	18S	Staggered	858.0	0.0
26315	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	0a871785c99f59bf7dca8085a42bff2b	0.9949741634341952	F220R220	220	220	85.0	R46-18S-1	46	18S	Staggered	777.0	0.1093951093951094
26316	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	0a871785c99f59bf7dca8085a42bff2b	0.9949741634341952	F220R220	220	220	105.0	R46-18S-2	46	18S	Staggered	858.0	0.12237762237762238
26317	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	c7534c39d393349e21745f1deee6e2e3	0.9935084109056956	F230R220	230	220	76.0	R46-18S-1	46	18S	Staggered	585.0	0.12991452991452992
26318	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	c7534c39d393349e21745f1deee6e2e3	0.9935084109056956	F230R220	230	220	83.0	R46-18S-2	46	18S	Staggered	613.0	0.13539967373572595
26469	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	e34eb823ad5f6c12aa9029648b145126	0.986796180116298	F210R270	210	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
26470	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	e34eb823ad5f6c12aa9029648b145126	0.986796180116298	F210R270	210	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
26471	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	687a2f200d3059cdc1a1c2b59716ef49	0.9944142133860016	F210R270	210	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
26472	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	687a2f200d3059cdc1a1c2b59716ef49	0.9944142133860016	F210R270	210	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
26571	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	8aab6aa37c1d350c9e3332c3b7e6f2a4	0.9967466127863468	F250R220	250	220	54.0	R46-18S-1	46	18S	Staggered	286.0	0.1888111888111888
26572	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	8aab6aa37c1d350c9e3332c3b7e6f2a4	0.9967466127863468	F250R220	250	220	0.0	R46-18S-2	46	18S	Staggered	260.0	0.0
26573	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	41461c155fd9f221ea510b79d1d01bf7	0.9964901954680212	F250R220	250	220	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
26574	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	41461c155fd9f221ea510b79d1d01bf7	0.9964901954680212	F250R220	250	220	41.0	R46-18S-2	46	18S	Staggered	260.0	0.1576923076923077
26577	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	9b10c293a2c27ac874cb7bbb09868a69	0.9937085924562736	F240R220	240	220	0.0	R46-18S-1	46	18S	Staggered	353.0	0.0
26578	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	9b10c293a2c27ac874cb7bbb09868a69	0.9937085924562736	F240R220	240	220	37.0	R46-18S-2	46	18S	Staggered	240.0	0.15416666666666667
26579	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dfda6e2c83397849587e4d14a11c7b1d	0.9928658333035816	F240R220	240	220	0.0	R46-18S-1	46	18S	Staggered	353.0	0.0
26580	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	dfda6e2c83397849587e4d14a11c7b1d	0.9928658333035816	F240R220	240	220	0.0	R46-18S-2	46	18S	Staggered	240.0	0.0
26581	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	7b97d7ce9d97ad509b2dfc4dcf8aaa38	0.7803178980705071	F240R220	240	220	12.0	R46-18S-1	46	18S	Staggered	353.0	0.0339943342776204
26582	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	7b97d7ce9d97ad509b2dfc4dcf8aaa38	0.7803178980705071	F240R220	240	220	0.0	R46-18S-2	46	18S	Staggered	240.0	0.0
26707	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	685c749d96082fd2126642c4cb8e53d5	0.9826795007252817	F230R250	230	250	4.0	R46-18S-1	46	18S	Staggered	4.0	1.0
26708	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	685c749d96082fd2126642c4cb8e53d5	0.9826795007252817	F230R250	230	250	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
26709	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	8f5cdb4dffd10f1c6b7723a88ae6887f	0.9920098615993692	F230R250	230	250	0.0	R46-18S-1	46	18S	Staggered	4.0	0.0
26710	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	8f5cdb4dffd10f1c6b7723a88ae6887f	0.9920098615993692	F230R250	230	250	2.0	R46-18S-2	46	18S	Staggered	2.0	1.0
26899	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	30fbcff3ac745449b4ff314b9d456cd5	0.9943689028535238	F220R280	220	280	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
26900	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	30fbcff3ac745449b4ff314b9d456cd5	0.9943689028535238	F220R280	220	280	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
26917	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	2ac556e6d79f0446721f7c994d618d50	0.9953729097204964	F210R210	210	210	141.0	R46-18S-1	46	18S	Staggered	1945.0	0.0724935732647815
26918	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	2ac556e6d79f0446721f7c994d618d50	0.9953729097204964	F210R210	210	210	142.0	R46-18S-2	46	18S	Staggered	1894.0	0.07497360084477296
26919	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	39b4daa8352e83174544a45e698ba5e4	0.9933548187306664	F210R210	210	210	0.0	R46-18S-1	46	18S	Staggered	1945.0	0.0
26920	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	39b4daa8352e83174544a45e698ba5e4	0.9933548187306664	F210R210	210	210	0.0	R46-18S-2	46	18S	Staggered	1894.0	0.0
27013	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	88a8afdbe55381193330d19e649e945a	0.9924935323511764	F220R240	220	240	46.0	R46-18S-1	46	18S	Staggered	135.0	0.34074074074074073
27014	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	88a8afdbe55381193330d19e649e945a	0.9924935323511764	F220R240	220	240	0.0	R46-18S-2	46	18S	Staggered	49.0	0.0
27015	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	3fb087cebd93d92e6c415334c89f2fa1	0.9932719600269364	F220R240	220	240	0.0	R46-18S-1	46	18S	Staggered	135.0	0.0
27016	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	3fb087cebd93d92e6c415334c89f2fa1	0.9932719600269364	F220R240	220	240	0.0	R46-18S-2	46	18S	Staggered	49.0	0.0
27133	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	b2f19991b810ae051441a277d66f8e46	0.9942798227526042	F250R230	250	230	0.0	R46-18S-1	46	18S	Staggered	15.0	0.0
27134	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	b2f19991b810ae051441a277d66f8e46	0.9942798227526042	F250R230	250	230	0.0	R46-18S-2	46	18S	Staggered	29.0	0.0
27135	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	b339ba96bca7789ba060650c79f6a05a	0.9969917174921132	F250R230	250	230	0.0	R46-18S-1	46	18S	Staggered	15.0	0.0
27136	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	b339ba96bca7789ba060650c79f6a05a	0.9969917174921132	F250R230	250	230	0.0	R46-18S-2	46	18S	Staggered	29.0	0.0
27139	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	f2d657437008068941ac711ecb36ce91	0.9933205923462212	F240R230	240	230	83.0	R46-18S-1	46	18S	Staggered	286.0	0.2902097902097902
27140	712f4fa7c90031ad92d65de38ac1884e	80	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Phyllopharyngea; g__Acineta; s__uncultured_marine	Ciliophora; Phyllopharyngea; Suctoria	0.02	f2d657437008068941ac711ecb36ce91	0.9933205923462212	F240R230	240	230	46.0	R46-18S-2	46	18S	Staggered	115.0	0.4
27331	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	d9b3769898b801797c2b6d2f1ef6b9a9	0.9999768058286296	F210R220	210	220	0.0	R46-18S-1	46	18S	Staggered	1075.0	0.0
27332	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	d9b3769898b801797c2b6d2f1ef6b9a9	0.9999768058286296	F210R220	210	220	0.0	R46-18S-2	46	18S	Staggered	929.0	0.0
27333	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	5e9e3c25a554c06a65d1f090e12ddb5d	0.9999911162407614	F210R220	210	220	0.0	R46-18S-1	46	18S	Staggered	1075.0	0.0
27334	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	5e9e3c25a554c06a65d1f090e12ddb5d	0.9999911162407614	F210R220	210	220	0.0	R46-18S-2	46	18S	Staggered	929.0	0.0
27571	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	d9b3769898b801797c2b6d2f1ef6b9a9	0.9999768058286296	F210R230	210	230	0.0	R46-18S-1	46	18S	Staggered	480.0	0.0
27572	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	d9b3769898b801797c2b6d2f1ef6b9a9	0.9999768058286296	F210R230	210	230	0.0	R46-18S-2	46	18S	Staggered	305.0	0.0
27573	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	cfe8d45e45d9f48f2f2da358d294bc3f	0.9800697439941958	F210R230	210	230	0.0	R46-18S-1	46	18S	Staggered	480.0	0.0
27574	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	cfe8d45e45d9f48f2f2da358d294bc3f	0.9800697439941958	F210R230	210	230	7.0	R46-18S-2	46	18S	Staggered	305.0	0.022950819672131147
27783	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	9a6674a57064aef7d109f5a11f37a96d	0.9872275853117892	F210R240	210	240	0.0	R46-18S-1	46	18S	Staggered	88.0	0.0
27784	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	9a6674a57064aef7d109f5a11f37a96d	0.9872275853117892	F210R240	210	240	0.0	R46-18S-2	46	18S	Staggered	152.0	0.0
27895	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	3b2a9100cb77cb7a0fd0f94a79b0078a	0.9932151450766816	F270R230	270	230	0.0	R46-18S-1	46	18S	Staggered	1.0	0.0
27896	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	3b2a9100cb77cb7a0fd0f94a79b0078a	0.9932151450766816	F270R230	270	230	1.0	R46-18S-2	46	18S	Staggered	1.0	1.0
27937	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	80427e1632a96c747572295e40f13f15	0.9999926184469972	F230R210	230	210	26.0	R46-18S-1	46	18S	Staggered	1542.0	0.016861219195849545
27938	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	80427e1632a96c747572295e40f13f15	0.9999926184469972	F230R210	230	210	0.0	R46-18S-2	46	18S	Staggered	1251.0	0.0
27939	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	f65b83407601b1697a1bd0422276dbdb	0.9944255509507832	F230R210	230	210	0.0	R46-18S-1	46	18S	Staggered	1542.0	0.0
27940	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	f65b83407601b1697a1bd0422276dbdb	0.9944255509507832	F230R210	230	210	19.0	R46-18S-2	46	18S	Staggered	1251.0	0.015187849720223821
27941	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	04f673ae6262c6e0067a7ced6507263f	0.9999767278622028	F220R210	220	210	0.0	R46-18S-1	46	18S	Staggered	1895.0	0.0
27942	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	04f673ae6262c6e0067a7ced6507263f	0.9999767278622028	F220R210	220	210	0.0	R46-18S-2	46	18S	Staggered	1861.0	0.0
27943	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	95cb3759fbf11ddb35dc57d9e066be53	0.9999767864449334	F220R210	220	210	0.0	R46-18S-1	46	18S	Staggered	1895.0	0.0
27944	3a1fbc7771604d8ea287d36c9fe4f7f5	54	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Rhizosolenids; g__Leptocylindrus; s__uncultured_stramenopile	Ochrophyta; Bacillariophyta; Coscinodiscophyceae_b	0.0135	95cb3759fbf11ddb35dc57d9e066be53	0.9999767864449334	F220R210	220	210	0.0	R46-18S-2	46	18S	Staggered	1861.0	0.0
